step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,B_stopped,B_accumulated_waiting_time,B_average_speed,E_stopped,E_accumulated_waiting_time,E_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
995.0,23,916.0,18.32,3.2807021180002285,14,977.0,0.0870299122710788,8,516.0,0.1014589013050791,22,1493.0
1000.0,19,436.0,9.083333333333334,4.4619221910821,10,806.0,0.10201642823330669,8,498.0,0.27064925151647645,18,1304.0
1005.0,20,355.0,7.395833333333333,5.7728192537040846,8,493.0,0.18408714453507577,12,549.0,0.2310200219763536,20,1042.0
1010.0,20,371.0,7.8936170212765955,4.494210218026347,8,486.0,0.17804386697845526,12,570.0,0.06787445407743718,20,1056.0
1015.0,28,501.0,11.651162790697674,3.919825269660578,13,545.0,0.00010922140156599536,15,641.0,0.04007645194297713,28,1186.0
1020.0,29,641.0,17.324324324324323,2.5482361766493273,13,610.0,0.057036703357337626,15,716.0,0.05798302853700743,28,1326.0
1025.0,25,698.0,21.8125,1.0558129790548765,13,675.0,0.0,12,754.0,0.06256474646110517,25,1429.0
1030.0,20,694.0,21.6875,2.764026251987865,13,725.0,0.0004396974502796181,7,543.0,0.1167853683243121,20,1268.0
1035.0,19,771.0,23.363636363636363,3.290603110782593,13,790.0,4.930438458530898e-07,6,454.0,0.2436857046887807,19,1244.0
1040.0,17,752.0,22.78787878787879,3.2788758426172335,9,690.0,0.03701245942591764,7,442.0,0.13289974292157972,16,1132.0
1045.0,21,848.0,27.35483870967742,3.1794285248828253,9,607.0,0.07669912275913253,12,495.0,0.14467095928280768,21,1102.0
1050.0,22,953.0,29.78125,2.6517716644131726,9,652.0,0.0,12,555.0,0.14458230715265386,21,1207.0
1055.0,25,1070.0,33.4375,1.678206407503448,9,697.0,0.09414496350818474,16,627.0,0.052823378827734385,25,1324.0
1060.0,26,1200.0,36.36363636363637,1.5356443238451696,9,742.0,0.0,17,712.0,0.08518531696698414,26,1454.0
1065.0,28,1333.0,37.02777777777778,2.0182753743846558,9,787.0,0.04185944207849984,18,800.0,0.09058929103661668,27,1587.0
1070.0,26,1386.0,36.473684210526315,2.8723467472407767,9,832.0,0.08097386102445155,16,821.0,0.020111679013585702,25,1653.0
1075.0,23,1434.0,37.73684210526316,3.4419737195402336,10,878.0,0.00042094428653153773,13,790.0,0.14820847587947264,23,1668.0
1080.0,25,1528.0,39.17948717948718,3.115475226455345,10,928.0,0.16297756983345585,14,834.0,0.01617768685444751,24,1762.0
